<HTML>
<HEAD><TITLE>OMNIWeb Results</TITLE></HEAD>
<BODY>
<center><font size=5 color=red>OMNIWeb Plus Browser Results </font></center><br>
<B>Listing for omni_min data from 2024050900 to 2024051223</B><hr><pre>Selected parameters:
 1 Field magnitude average, nT
 2 BX, nT (GSE, GSM)
 3 BY, nT (GSE)
 4 BZ, nT (GSE)
 5 BZ, nT (GSM)
 6 Speed, km/s
 7 Proton Density, n/cc
 8 Proton Temperature, K
 9 AE-index, nT
10 SYM/H, nT

YYYY DOY HR MN      1       2       3       4       5       6      7        8     9    10 
2024 131  0 24 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   156     1
2024 131  0 25 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   150     1
2024 131  0 26 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   146     1
2024 131  0 27 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   135     1
2024 131  0 28 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   132     1
2024 131  0 29 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   142     1
2024 131  0 30 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   145     1
2024 131  0 31 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   140     0
2024 131  0 32 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   140     0
2024 131  0 33 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   147    -1
2024 131  0 34 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   154    -1
2024 131  0 35 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   154    -1
2024 131  0 36 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   150    -1
2024 131  0 37 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   146    -1
2024 131  0 38 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   141    -1
2024 131  0 39 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   137     0
2024 131  0 40 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   177     1
2024 131  0 41 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   170     1
2024 131  0 42 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   139     2
2024 131  0 43 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   165     2
2024 131  0 44 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   202     2
2024 131  0 45 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   210     2
2024 131  0 46 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   212     1
2024 131  0 47 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   207     1
2024 131  0 48 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   205     1
2024 131  0 49 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   212     1
2024 131  0 50 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   221     1
2024 131  0 51 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   236     1
2024 131  0 52 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   247     0
2024 131  0 53 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   253     0
2024 131  0 54 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   256    -1
2024 131  0 55 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   266    -1
2024 131  0 56 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   275     0
2024 131  0 57 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   276    -1
2024 131  0 58 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   276    -1
2024 131  0 59 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   278    -1
2024 131  1  0 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   290    -1
2024 131  1  1 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   295    -2
2024 131  1  2 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   301    -2
2024 131  1  3 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   305    -2
2024 131  1  4 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   314    -2
2024 131  1  5 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   323    -2
2024 131  1  6 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   328    -2
2024 131  1  7 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   330    -2
2024 131  1  8 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   336    -3
2024 131  1  9 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   341    -3
2024 131  1 10 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   356    -3
2024 131  1 11 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   356    -2
2024 131  1 12 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   351    -3
2024 131  1 13 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   357    -3
2024 131  1 14 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   360    -2
2024 131  1 15 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   370    -2
2024 131  1 16 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   389    -2
2024 131  1 17 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   404    -3
2024 131  1 18 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   412    -2
2024 131  1 19 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   425    -2
2024 131  1 20 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   430    -3
2024 131  1 21 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   443    -3
2024 131  1 22 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   443    -3
2024 131  1 23 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   454    -3
2024 131  1 24 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   465    -3
2024 131  1 25 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   462    -3
2024 131  1 26 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   467    -3
2024 131  1 27 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   488    -4
2024 131  1 28 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   488    -3
2024 131  1 29 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   495    -3
2024 131  1 30 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   505    -3
2024 131  1 31 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   518    -3
2024 131  1 32 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   531    -3
2024 131  1 33 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   537    -3
2024 131  1 34 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   553    -3
2024 131  1 35 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   567    -3
2024 131  1 36 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   601    -3
2024 131  1 37 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   619    -3
2024 131  1 38 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   619    -3
2024 131  1 39 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   641    -3
2024 131  1 40 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   642    -3
2024 131  1 41 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   656    -3
2024 131  1 42 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   649    -3
2024 131  1 43 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   632    -3
2024 131  1 44 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   627    -3
2024 131  1 45 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   640    -3
2024 131  1 46 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   638    -3
2024 131  1 47 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   622    -3
2024 131  1 48 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   611    -4
2024 131  1 49 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   592    -4
2024 131  1 50 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   585    -3
2024 131  1 51 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   553    -3
2024 131  1 52 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   542    -3
2024 131  1 53 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   535    -3
2024 131  1 54 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   522    -3
2024 131  1 55 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   509    -3
2024 131  1 56 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   497    -3
2024 131  1 57 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   482    -3
2024 131  1 58 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   468    -3
2024 131  1 59 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   451    -3
2024 131  2  0 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   436    -4
2024 131  2  1 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   416    -4
2024 131  2  2 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   419    -5
2024 131  2  3 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   425    -5
2024 131  2  4 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   412    -5
2024 131  2  5 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   389    -5
2024 131  2  6 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   368    -5
2024 131  2  7 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   360    -5
2024 131  2  8 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   340    -6
2024 131  2  9 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   340    -6
2024 131  2 10 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   327    -6
2024 131  2 11 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   310    -6
2024 131  2 12 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   301    -6
2024 131  2 13 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   295    -6
2024 131  2 14 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   282    -5
2024 131  2 15 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   270    -5
2024 131  2 16 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   269    -5
2024 131  2 17 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   276    -5
2024 131  2 18 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   278    -5
2024 131  2 19 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   284    -5
2024 131  2 20 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   275    -5
2024 131  2 21 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   255    -5
2024 131  2 22 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   229    -5
2024 131  2 23 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   202    -4
2024 131  2 24 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   208    -4
2024 131  2 25 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   219    -5
2024 131  2 26 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   208    -6
2024 131  2 27 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   174    -6
2024 131  2 28 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   151    -5
2024 131  2 29 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   145    -5
2024 131  2 30 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   148    -6
2024 131  2 31 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   140    -5
2024 131  2 32 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   122    -4
2024 131  2 33 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   132    -3
2024 131  2 34 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   140    -2
2024 131  2 35 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   140    -2
2024 131  2 36 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   143    -1
2024 131  2 37 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   129    -1
2024 131  2 38 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   116    -2
2024 131  2 39 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   102    -1
2024 131  2 40 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    94    -1
2024 131  2 41 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    96    -1
2024 131  2 42 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    92     0
2024 131  2 43 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    97     0
2024 131  2 44 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    86     0
2024 131  2 45 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    82     0
2024 131  2 46 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    88     1
2024 131  2 47 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    98     2
2024 131  2 48 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   100     2
2024 131  2 49 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    99     2
2024 131  2 50 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    93     0
2024 131  2 51 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    83     0
2024 131  2 52 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    81    -1
2024 131  2 53 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    78    -1
2024 131  2 54 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    77    -1
2024 131  2 55 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    72    -1
2024 131  2 56 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    71    -2
2024 131  2 57 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    73    -2
2024 131  2 58 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    70    -1
2024 131  2 59 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    66    -1
2024 131  3  0 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    65     0
2024 131  3  1 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    71     0
2024 131  3  2 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    71     0
2024 131  3  3 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    62     0
2024 131  3  4 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    60     0
2024 131  3  5 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    57     0
2024 131  3  6 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    54     0
2024 131  3  7 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    56    -1
2024 131  3  8 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    51     0
2024 131  3  9 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    57     2
2024 131  3 10 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    70     5
2024 131  3 11 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    81     7
2024 131  3 12 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    97     9
2024 131  3 13 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    82    10
2024 131  3 14 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    72    10
2024 131  3 15 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    75    14
2024 131  3 16 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   112    16
2024 131  3 17 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    61    16
2024 131  3 18 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    48    17
2024 131  3 19 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    53    17
2024 131  3 20 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    57    16
2024 131  3 21 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.    94    15
2024 131  3 22 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   122    14
2024 131  3 23 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   193    13
2024 131  3 24 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   272    11
2024 131  3 25 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   288    10
2024 131  3 26 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   316    10
2024 131  3 27 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   197    13
2024 131  3 28 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   120    17
2024 131  3 29 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   118    18
2024 131  3 30 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   157    19
2024 131  3 31 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   281    19
2024 131  3 32 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   362    20
2024 131  3 33 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   268    19
2024 131  3 34 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   241    18
2024 131  3 35 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   258    16
2024 131  3 36 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   279    15
2024 131  3 37 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   282    14
2024 131  3 38 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   248    12
2024 131  3 39 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   236    12
2024 131  3 40 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   229    12
2024 131  3 41 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   228    12
2024 131  3 42 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   237    12
2024 131  3 43 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   246    12
2024 131  3 44 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   263    11
2024 131  3 45 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   281    10
2024 131  3 46 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   284    10
2024 131  3 47 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   285     9
2024 131  3 48 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   293     9
2024 131  3 49 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   305    10
2024 131  3 50 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   327    10
2024 131  3 51 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   340    10
2024 131  3 52 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   357    10
2024 131  3 53 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   378    10
2024 131  3 54 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   374    10
2024 131  3 55 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   382    10
2024 131  3 56 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   396    10
2024 131  3 57 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   399    10
2024 131  3 58 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   415    10
2024 131  3 59 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   406    10
2024 131  4  0 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   413    10
2024 131  4  1 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   411    10
2024 131  4  2 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   409    10
2024 131  4  3 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   414    10
2024 131  4  4 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   430     9
2024 131  4  5 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   418     9
2024 131  4  6 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   411     9
2024 131  4  7 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   417     9
2024 131  4  8 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   442     9
2024 131  4  9 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   442     9
2024 131  4 10 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   445     9
2024 131  4 11 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   439     9
2024 131  4 12 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   456     9
2024 131  4 13 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   441     9
2024 131  4 14 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   439     9
2024 131  4 15 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   449     9
2024 131  4 16 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   456     9
2024 131  4 17 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   470     9
2024 131  4 18 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   447     8
2024 131  4 19 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   424     7
2024 131  4 20 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   388     7
2024 131  4 21 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   394     7
2024 131  4 22 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   393     7
2024 131  4 23 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   387     7
2024 131  4 24 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   377     7
2024 131  4 25 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   379     7
2024 131  4 26 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   367     6
2024 131  4 27 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   358     6
2024 131  4 28 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   367     6
2024 131  4 29 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   364     5
2024 131  4 30 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   360     5
2024 131  4 31 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   351     5
2024 131  4 32 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   360     4
2024 131  4 33 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   354     5
2024 131  4 34 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   343     5
2024 131  4 35 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   340     4
2024 131  4 36 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   330     3
2024 131  4 37 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   323     3
2024 131  4 38 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   314     3
2024 131  4 39 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   308     2
2024 131  4 40 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   290     2
2024 131  4 41 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   285     2
2024 131  4 42 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   296     2
2024 131  4 43 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   299     2
2024 131  4 44 9999.99 9999.99 9999.99 9999.99 9999.99 99999.9 999.99 9999999.   299     2
